age,attrition,department,education,gender,job_role,job_satisfaction,isMarried,monthly_income,NumCompaniesWorked,OverTime,StandardHours,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
36,No,Research & Development,3,Male,Research Scientist,2,Single,4485,4,No,80,10,8,0,7,7
31,No,Sales,3,Female,Sales Representative,2,Divorced,2789,1,No,80,2,2,2,2,2
26,Yes,Sales,4,Male,Sales Executive,4,Single,5828,1,Yes,80,8,8,7,7,4
37,No,Research & Development,3,Male,Research Scientist,4,Married,2326,1,Yes,80,4,4,2,1,2
42,No,Sales,3,Female,Sales Executive,2,Married,13525,5,No,80,23,20,4,4,8
18,Yes,Research & Development,3,Male,Laboratory Technician,3,Single,1420,1,No,80,0,0,0,0,0
35,No,Sales,3,Male,Sales Executive,2,Married,8020,0,No,80,12,11,9,6,9
36,No,Research & Development,4,Male,Laboratory Technician,4,Married,3688,4,No,80,4,1,0,0,0
51,No,Research & Development,3,Male,Manufacturing Director,2,Divorced,5482,5,No,80,13,4,1,1,2
41,No,Sales,4,Male,Manager,2,Single,16015,1,No,80,22,22,10,0,4
18,No,Sales,3,Female,Sales Representative,3,Single,1200,1,No,80,0,0,0,0,0
28,No,Research & Development,2,Male,Healthcare Representative,1,Single,5661,0,No,80,9,8,3,0,7
31,No,Sales,3,Male,Sales Executive,4,Married,6929,4,No,80,10,8,7,7,7
39,No,Research & Development,3,Male,Healthcare Representative,4,Divorced,9613,0,No,80,19,18,10,3,7
36,No,Research & Development,4,Female,Laboratory Technician,2,Married,5674,7,No,80,11,9,8,0,8
32,No,Sales,3,Male,Sales Executive,3,Married,5484,1,No,80,13,13,8,4,8
38,No,Research & Development,2,Female,Research Director,2,Married,12061,3,No,80,19,10,8,0,1
58,No,Research & Development,4,Male,Healthcare Representative,3,Divorced,5660,2,Yes,80,12,5,3,1,2
31,No,Research & Development,4,Male,Research Scientist,4,Married,4821,0,Yes,80,6,5,2,0,3
31,No,Human Resources,3,Male,Human Resources,1,Married,6410,3,No,80,9,2,2,1,0
45,No,Research & Development,3,Male,Laboratory Technician,1,Divorced,5210,1,No,80,24,24,9,9,11
31,No,Research & Development,4,Male,Research Scientist,4,Divorced,2695,0,Yes,80,3,2,2,2,2
33,No,Research & Development,4,Female,Manager,2,Married,11878,6,No,80,12,10,6,8,8
39,No,Research & Development,1,Male,Manager,1,Married,17068,1,Yes,80,21,21,9,11,10
43,No,Research & Development,4,Female,Laboratory Technician,4,Single,2455,0,No,80,9,8,7,1,7
49,No,Research & Development,2,Female,Healthcare Representative,3,Single,13964,7,Yes,80,25,7,1,0,7
52,Yes,Research & Development,4,Male,Research Scientist,2,Married,4941,2,No,80,11,8,2,7,7
27,No,Research & Development,3,Female,Research Scientist,2,Single,2478,1,Yes,80,4,4,3,1,2
32,No,Sales,2,Female,Sales Executive,2,Married,5228,1,Yes,80,13,13,12,11,9
27,No,Sales,3,Male,Sales Executive,3,Single,4478,1,Yes,80,5,5,4,0,4
31,No,Sales,3,Male,Sales Executive,4,Divorced,7547,4,No,80,13,7,7,1,7
32,No,Research & Development,4,Female,Research Scientist,4,Single,5055,7,No,80,10,7,7,0,7
28,Yes,Research & Development,4,Male,Research Scientist,4,Married,3464,5,Yes,80,5,3,2,2,2
30,No,Research & Development,2,Female,Research Scientist,4,Married,5775,1,No,80,11,10,8,1,9
31,No,Research & Development,2,Female,Manufacturing Director,3,Married,8943,1,No,80,10,10,9,8,9
39,No,Research & Development,2,Male,Manager,4,Married,19272,1,No,80,21,21,9,13,3
39,Yes,Sales,2,Female,Sales Executive,3,Married,5238,4,Yes,80,12,1,0,0,0
33,No,Sales,3,Male,Sales Executive,4,Single,4682,3,No,80,9,7,7,0,1
47,No,Research & Development,5,Male,Research Director,3,Married,18300,4,No,80,21,3,2,1,1
43,No,Research & Development,4,Female,Laboratory Technician,3,Divorced,5257,1,No,80,9,9,7,0,0
27,No,Sales,1,Male,Sales Executive,2,Married,6349,0,Yes,80,6,5,4,1,4
54,No,Research & Development,4,Female,Research Scientist,3,Single,4869,3,No,80,20,4,3,0,3
43,No,Research & Development,3,Female,Healthcare Representative,1,Married,9985,8,No,80,10,1,0,0,0
45,No,Research & Development,4,Male,Research Scientist,4,Married,3697,9,No,80,12,10,9,9,8
40,No,Sales,2,Male,Sales Executive,4,Married,7457,2,Yes,80,6,4,3,0,2
29,Yes,Research & Development,4,Male,Laboratory Technician,1,Married,2119,1,Yes,80,7,7,7,0,7
29,No,Research & Development,5,Male,Laboratory Technician,4,Single,3983,0,No,80,4,3,2,2,2
30,No,Sales,3,Female,Sales Executive,3,Divorced,6118,1,No,80,10,10,9,1,2
27,No,Sales,4,Female,Sales Executive,2,Married,6214,1,No,80,8,8,7,0,7
37,No,Research & Development,2,Male,Manufacturing Director,4,Divorced,6347,7,No,80,8,6,2,0,4
38,No,Research & Development,2,Male,Research Director,4,Divorced,11510,0,Yes,80,12,11,10,2,9
31,No,Research & Development,4,Female,Manufacturing Director,4,Single,7143,1,Yes,80,11,11,9,4,10
29,No,Sales,1,Female,Sales Executive,2,Divorced,8268,1,Yes,80,7,7,7,1,7
35,No,Research & Development,4,Male,Manufacturing Director,2,Single,8095,0,No,80,17,16,6,0,13
23,No,Research & Development,1,Male,Research Scientist,4,Divorced,2904,1,No,80,4,4,2,0,2
41,No,Research & Development,3,Male,Manufacturing Director,2,Single,6032,6,Yes,80,8,5,4,1,2
47,No,Sales,1,Male,Sales Representative,3,Single,2976,3,No,80,5,0,0,0,0
42,No,Research & Development,5,Female,Research Director,4,Single,15992,2,No,80,16,1,0,0,0
29,No,Sales,3,Male,Sales Executive,3,Married,4649,1,No,80,4,4,3,0,2
42,No,Human Resources,1,Male,Human Resources,3,Divorced,2696,0,Yes,80,4,3,2,1,0
32,No,Research & Development,3,Female,Laboratory Technician,2,Married,2370,1,No,80,8,8,0,0,7
48,No,Sales,1,Female,Manager,3,Married,12504,3,No,80,15,0,0,0,0
37,No,Research & Development,3,Male,Research Scientist,1,Divorced,5974,4,Yes,80,13,7,7,6,7
30,No,Sales,2,Female,Sales Executive,3,Married,4736,7,Yes,80,4,2,2,2,2
26,No,Sales,3,Male,Sales Executive,3,Married,5296,1,No,80,8,8,7,7,7
42,No,Research & Development,4,Male,Healthcare Representative,4,Single,6781,3,No,80,14,1,0,0,0
21,Yes,Sales,1,Female,Sales Representative,2,Single,2174,1,Yes,80,3,3,2,1,2
36,No,Sales,5,Female,Sales Executive,4,Single,6653,4,No,80,7,1,0,0,0
36,No,Sales,4,Male,Sales Executive,4,Married,9699,4,No,80,16,13,9,1,12
57,No,Research & Development,4,Male,Healthcare Representative,3,Married,6755,2,No,80,15,3,2,1,2
40,No,Research & Development,4,Female,Laboratory Technician,3,Married,2213,3,Yes,80,10,7,7,1,7
21,No,Sales,2,Male,Sales Representative,4,Single,2610,1,No,80,3,3,2,2,2
33,Yes,Sales,3,Female,Sales Representative,3,Single,2851,1,Yes,80,1,1,0,0,0
37,No,Research & Development,3,Female,Laboratory Technician,1,Married,3452,6,No,80,17,5,4,0,3
46,No,Research & Development,4,Female,Manufacturing Director,3,Married,5258,2,No,80,7,1,0,0,0
41,Yes,Sales,3,Male,Sales Executive,2,Single,9355,1,No,80,8,8,7,7,7
50,No,Research & Development,3,Male,Healthcare Representative,4,Single,10496,6,No,80,20,4,3,1,3
40,Yes,Sales,2,Male,Sales Executive,3,Married,6380,2,Yes,80,8,6,4,1,0
31,No,Research & Development,4,Male,Research Scientist,2,Single,2657,0,Yes,80,3,2,2,2,2
21,Yes,Sales,3,Female,Sales Representative,2,Single,2716,1,No,80,1,1,0,0,0
29,No,Research & Development,3,Male,Research Scientist,4,Single,2201,9,No,80,6,3,2,1,2
35,No,Research & Development,4,Male,Healthcare Representative,2,Single,6540,9,No,80,10,1,1,0,0
27,No,Research & Development,2,Male,Laboratory Technician,2,Divorced,3816,1,No,80,5,5,2,0,4
28,No,Sales,4,Male,Sales Executive,4,Single,5253,1,No,80,7,7,5,0,7
49,No,Research & Development,3,Male,Healthcare Representative,3,Single,10965,8,No,80,26,5,2,0,0
51,No,Sales,2,Female,Sales Executive,4,Married,4936,4,No,80,18,7,7,0,7
36,No,Research & Development,3,Female,Research Scientist,3,Married,2543,4,No,80,6,2,2,2,2
34,Yes,Sales,3,Male,Sales Executive,4,Single,5304,8,Yes,80,9,5,2,0,4
55,No,Research & Development,3,Female,Manager,4,Single,16659,2,Yes,80,30,5,4,1,2
24,No,Sales,4,Female,Sales Executive,3,Divorced,4260,1,Yes,80,5,5,2,0,3
30,No,Sales,1,Male,Sales Representative,2,Married,2476,1,No,80,1,1,0,0,0
26,Yes,Research & Development,1,Male,Research Scientist,1,Single,3102,0,No,80,7,6,4,0,4
22,No,Research & Development,3,Female,Research Scientist,2,Married,2244,1,No,80,2,2,1,1,2
36,No,Sales,2,Male,Sales Executive,3,Married,7596,1,No,80,10,10,9,9,0
30,Yes,Research & Development,3,Male,Research Scientist,4,Single,2285,9,Yes,80,3,1,0,0,0
37,No,Research & Development,3,Female,Laboratory Technician,1,Divorced,3034,1,No,80,18,18,7,12,17
40,No,Sales,2,Female,Sales Executive,2,Divorced,5715,7,No,80,8,5,4,1,3
42,No,Research & Development,4,Female,Laboratory Technician,1,Divorced,2576,3,No,80,8,5,2,1,2
37,No,Research & Development,4,Male,Manufacturing Director,2,Single,4197,2,Yes,80,18,1,0,0,1
43,No,Research & Development,3,Male,Research Director,2,Divorced,14336,1,No,80,25,25,10,3,9
40,No,Research & Development,3,Female,Laboratory Technician,3,Married,3448,6,No,80,20,1,0,0,0
54,No,Research & Development,2,Male,Research Director,1,Married,19406,4,No,80,24,4,2,1,2
34,No,Sales,4,Female,Sales Executive,3,Married,6538,9,No,80,6,3,2,1,2
31,No,Research & Development,2,Female,Manufacturing Director,1,Married,4306,1,No,80,13,13,10,3,12
43,No,Research & Development,3,Male,Laboratory Technician,4,Married,2258,7,No,80,8,3,2,1,2
43,No,Research & Development,4,Female,Healthcare Representative,3,Divorced,4522,4,Yes,80,8,5,2,0,2
25,No,Sales,2,Female,Sales Executive,4,Single,4487,1,Yes,80,5,5,4,1,3
37,No,Research & Development,5,Female,Research Scientist,3,Married,4449,3,Yes,80,15,13,11,10,7
31,No,Research & Development,2,Male,Laboratory Technician,1,Married,2218,1,No,80,4,4,2,3,2
39,No,Research & Development,1,Male,Manager,3,Divorced,19197,1,Yes,80,21,21,8,1,6
56,No,Sales,3,Female,Sales Executive,1,Married,13212,9,No,80,36,7,7,7,7
30,No,Sales,3,Female,Sales Executive,3,Single,6577,0,No,80,6,5,4,4,4
41,No,Sales,3,Male,Sales Executive,1,Married,8392,1,No,80,10,10,7,0,7
28,No,Research & Development,2,Male,Laboratory Technician,1,Divorced,4558,1,No,80,10,10,0,1,8
25,Yes,Research & Development,3,Male,Laboratory Technician,1,Married,4031,5,No,80,6,2,2,0,2
52,No,Research & Development,3,Male,Manufacturing Director,3,Married,7969,2,Yes,80,28,5,4,0,4
45,No,Research & Development,2,Male,Research Scientist,4,Married,2654,3,No,80,8,2,2,0,2
52,No,Research & Development,2,Female,Manager,4,Married,16555,2,No,80,31,5,2,1,4
42,No,Research & Development,2,Female,Research Scientist,3,Divorced,4556,2,No,80,19,5,4,0,2
30,No,Research & Development,3,Female,Manufacturing Director,4,Single,6091,2,No,80,11,5,4,0,2
60,No,Research & Development,3,Female,Manager,1,Married,19566,5,No,80,33,29,8,11,10
46,No,Research & Development,3,Female,Manufacturing Director,3,Divorced,4810,2,No,80,19,10,7,0,8
42,No,Research & Development,4,Female,Healthcare Representative,4,Married,4523,0,No,80,7,6,5,0,4
24,Yes,Sales,1,Female,Sales Representative,2,Single,3202,1,Yes,80,6,5,3,1,4
34,Yes,Sales,2,Female,Sales Representative,3,Divorced,2351,0,No,80,3,2,2,1,0
38,No,Research & Development,2,Male,Laboratory Technician,4,Married,1702,1,Yes,80,1,1,0,0,0
40,No,Sales,4,Female,Manager,3,Married,18041,0,No,80,21,20,15,1,12
26,No,Research & Development,3,Female,Research Scientist,4,Divorced,2886,1,No,80,3,3,2,0,2
30,No,Research & Development,3,Male,Laboratory Technician,4,Married,2097,4,No,80,9,5,3,1,4
29,No,Research & Development,4,Male,Research Director,3,Married,11935,1,No,80,10,10,2,0,7
29,Yes,Research & Development,5,Female,Research Scientist,2,Married,2546,5,No,80,6,2,2,1,1
19,Yes,Human Resources,2,Male,Human Resources,4,Single,2564,1,No,80,1,1,0,0,0
30,No,Sales,4,Female,Sales Executive,1,Married,8412,0,No,80,10,9,8,7,8
57,No,Sales,3,Male,Manager,4,Divorced,14118,3,No,80,32,1,0,0,0
50,No,Research & Development,4,Male,Manager,3,Married,17046,0,No,80,28,27,10,15,7
30,No,Research & Development,3,Female,Laboratory Technician,4,Single,2564,0,No,80,12,11,7,6,7
60,No,Sales,3,Female,Sales Executive,1,Married,10266,4,No,80,22,18,13,13,11
47,No,Research & Development,2,Female,Manufacturing Director,4,Divorced,5070,5,No,80,20,5,0,0,4
46,No,Research & Development,3,Male,Research Director,3,Married,17861,6,No,80,26,3,2,0,1
35,No,Research & Development,3,Male,Laboratory Technician,3,Single,4230,0,No,80,6,5,4,4,3
54,No,Research & Development,4,Female,Laboratory Technician,3,Single,3780,7,No,80,19,1,0,0,0
34,No,Research & Development,4,Male,Research Scientist,3,Divorced,2768,3,No,80,14,7,3,5,7
46,No,Sales,3,Female,Sales Executive,4,Married,9071,2,Yes,80,15,3,2,1,2
31,No,Research & Development,1,Male,Manufacturing Director,2,Divorced,10648,1,No,80,13,13,8,0,8
33,Yes,Research & Development,1,Male,Manager,3,Married,13610,7,Yes,80,15,7,6,7,7
33,Yes,Research & Development,1,Male,Laboratory Technician,4,Divorced,3408,7,No,80,8,4,3,1,3
30,No,Sales,1,Male,Sales Representative,2,Single,2983,0,No,80,4,3,2,1,2
35,No,Research & Development,3,Male,Healthcare Representative,3,Married,7632,4,Yes,80,10,8,7,0,0
31,Yes,Research & Development,3,Male,Healthcare Representative,3,Married,9824,3,No,80,12,1,0,0,0
34,Yes,Human Resources,3,Female,Human Resources,1,Divorced,9950,9,Yes,80,11,3,2,0,2
42,No,Research & Development,2,Male,Laboratory Technician,3,Married,2093,4,No,80,8,2,2,2,0
36,No,Sales,4,Male,Sales Executive,4,Single,9980,1,No,80,10,10,3,9,7
22,Yes,Research & Development,1,Male,Laboratory Technician,3,Single,3894,5,No,80,4,2,2,1,2
48,No,Sales,5,Female,Sales Executive,4,Married,4051,2,No,80,14,9,7,6,7
55,No,Sales,5,Female,Manager,2,Single,16835,3,No,80,37,10,9,7,7
41,No,Sales,2,Male,Sales Executive,4,Single,6230,7,No,80,16,14,3,1,10
35,No,Sales,3,Male,Sales Executive,3,Married,4717,9,No,80,15,11,9,6,9
40,No,Research & Development,3,Female,Manufacturing Director,3,Single,13237,7,No,80,22,20,6,5,13
39,No,Research & Development,1,Female,Laboratory Technician,3,Married,3755,1,No,80,8,8,3,0,7
31,No,Sales,1,Male,Sales Executive,4,Single,6582,4,Yes,80,10,6,5,0,5
42,No,Research & Development,3,Male,Manufacturing Director,1,Married,7406,1,Yes,80,10,10,9,5,8
45,No,Sales,3,Male,Sales Executive,2,Married,4805,0,No,80,9,8,7,3,7
26,Yes,Human Resources,4,Female,Human Resources,3,Divorced,2741,0,Yes,80,8,7,7,1,0
29,No,Research & Development,3,Male,Manufacturing Director,4,Divorced,4262,4,No,80,8,3,2,1,2
33,No,Research & Development,5,Female,Research Director,3,Divorced,16184,4,No,80,10,6,1,0,5
31,No,Sales,3,Male,Manager,4,Divorced,11557,9,No,80,10,5,4,0,1
18,Yes,Sales,3,Male,Sales Representative,2,Single,1878,1,Yes,80,0,0,0,0,0
40,No,Sales,3,Male,Sales Executive,1,Divorced,10932,3,No,80,20,1,0,0,1
41,No,Research & Development,4,Female,Healthcare Representative,3,Single,6811,2,Yes,80,10,8,7,0,7
26,No,Sales,2,Male,Sales Executive,3,Divorced,4306,5,No,80,8,0,0,0,0
35,No,Sales,3,Female,Sales Executive,3,Single,4859,1,No,80,5,5,4,0,3
34,No,Sales,4,Male,Sales Executive,4,Single,5337,1,No,80,10,10,7,5,7
26,Yes,Research & Development,3,Male,Laboratory Technician,4,Single,2340,1,Yes,80,1,1,0,0,0
37,No,Research & Development,3,Female,Manufacturing Director,4,Single,7491,4,No,80,12,6,5,1,2
46,No,Research & Development,1,Female,Healthcare Representative,3,Married,10527,5,No,80,28,2,2,1,2
41,No,Sales,5,Female,Manager,1,Married,16595,7,No,80,22,18,16,11,8
37,No,Sales,4,Male,Sales Executive,2,Divorced,8834,1,No,80,9,9,5,7,7
52,No,Research & Development,2,Male,Research Scientist,1,Divorced,5577,3,Yes,80,18,10,9,6,9
32,Yes,Sales,4,Male,Sales Executive,3,Married,4707,8,No,80,6,4,2,1,2
24,No,Sales,3,Male,Sales Representative,4,Married,2400,0,No,80,3,2,2,2,1
38,No,Research & Development,3,Female,Healthcare Representative,3,Married,9824,3,No,80,18,1,0,0,0
37,No,Research & Development,4,Female,Manufacturing Director,2,Married,6447,6,No,80,8,6,5,4,3
49,No,Research & Development,4,Male,Research Director,3,Divorced,19502,1,Yes,80,31,31,9,0,9
24,No,Research & Development,3,Male,Research Scientist,4,Married,2725,1,Yes,80,6,6,5,1,4
26,No,Sales,2,Male,Sales Executive,2,Married,6272,1,No,80,6,5,3,1,4
24,No,Research & Development,2,Male,Laboratory Technician,2,Married,2127,1,No,80,1,1,0,0,0
50,No,Human Resources,3,Male,Manager,2,Married,18200,1,No,80,32,32,5,10,7
25,No,Sales,1,Male,Sales Representative,3,Married,2096,1,No,80,7,7,4,0,6
24,Yes,Research & Development,3,Female,Laboratory Technician,3,Married,2886,1,Yes,80,6,6,3,1,2
30,Yes,Sales,4,Male,Sales Representative,1,Married,2033,1,No,80,1,1,0,0,0
34,No,Research & Development,2,Male,Research Scientist,4,Married,3622,1,Yes,80,6,6,5,1,3
31,Yes,Sales,4,Male,Sales Executive,1,Divorced,4233,2,No,80,9,3,1,1,2
35,No,Research & Development,2,Male,Laboratory Technician,4,Single,3681,4,No,80,9,3,2,0,2
31,No,Sales,4,Male,Sales Executive,4,Divorced,5460,4,No,80,13,7,7,5,7
27,No,Research & Development,4,Female,Research Scientist,3,Divorced,2187,0,No,80,6,5,3,0,3
37,No,Sales,3,Male,Sales Executive,3,Married,9602,4,Yes,80,17,3,0,1,0
20,No,Research & Development,3,Female,Research Scientist,2,Single,2836,1,No,80,1,1,0,0,0
42,No,Research & Development,4,Female,Healthcare Representative,4,Married,4089,1,No,80,10,10,2,2,2
43,No,Research & Development,4,Male,Research Director,4,Divorced,16627,4,Yes,80,21,1,0,0,0
38,No,Research & Development,1,Female,Research Scientist,1,Single,2619,3,No,80,8,0,0,0,0
43,No,Research & Development,5,Male,Laboratory Technician,3,Divorced,5679,3,Yes,80,10,8,7,4,7
48,No,Research & Development,4,Female,Manager,1,Married,15402,7,No,80,21,3,2,0,2
44,No,Human Resources,4,Female,Human Resources,3,Single,5985,4,No,80,10,2,2,0,2
34,No,Sales,3,Female,Sales Representative,3,Divorced,2579,1,Yes,80,8,8,2,0,6
27,Yes,Sales,1,Male,Sales Representative,1,Divorced,3041,0,No,80,5,4,3,0,2
21,No,Sales,1,Male,Sales Representative,3,Single,3447,1,No,80,3,3,2,1,2
44,No,Research & Development,4,Male,Manager,4,Married,19513,4,Yes,80,26,2,2,0,1
22,No,Research & Development,1,Male,Research Scientist,3,Married,2773,0,No,80,3,2,2,2,2
33,No,Sales,4,Male,Sales Executive,3,Divorced,7104,0,No,80,6,5,0,1,2
32,No,Research & Development,4,Female,Research Scientist,4,Married,6322,1,Yes,80,6,6,4,0,5
30,No,Research & Development,3,Female,Research Scientist,3,Divorced,2083,1,No,80,1,1,0,0,0
53,No,Sales,1,Female,Sales Executive,1,Single,8381,7,No,80,18,14,7,8,10
34,No,Research & Development,5,Male,Research Scientist,4,Married,2691,1,No,80,10,10,9,8,8
45,Yes,Sales,4,Female,Sales Executive,1,Married,4286,2,No,80,5,1,1,0,0
26,No,Research & Development,3,Female,Laboratory Technician,4,Married,2659,1,Yes,80,3,3,2,0,2
37,No,Research & Development,3,Male,Manufacturing Director,3,Married,9434,1,No,80,10,10,7,7,8
29,No,Sales,2,Female,Sales Executive,3,Married,5561,1,No,80,6,6,0,1,2
35,No,Research & Development,4,Male,Research Scientist,4,Single,6646,1,No,80,17,17,11,11,8
33,No,Research & Development,3,Male,Healthcare Representative,4,Divorced,7725,3,No,80,15,13,11,4,7
54,No,Human Resources,4,Male,Human Resources,2,Married,10725,2,No,80,16,9,7,7,1
36,No,Research & Development,2,Male,Manufacturing Director,2,Divorced,8847,2,Yes,80,13,3,2,0,2
27,No,Research & Development,4,Male,Research Scientist,4,Single,2045,0,No,80,5,4,2,1,1
20,Yes,Research & Development,1,Male,Research Scientist,3,Single,1009,1,Yes,80,1,1,0,1,1
33,Yes,Research & Development,3,Male,Research Scientist,1,Single,3348,1,Yes,80,10,10,8,9,7
35,No,Research & Development,3,Male,Laboratory Technician,3,Married,1281,1,No,80,1,1,0,0,0
23,No,Research & Development,3,Male,Research Scientist,1,Married,2819,2,No,80,5,3,2,0,2
25,No,Sales,3,Male,Sales Executive,2,Married,4851,0,No,80,4,3,2,1,2
38,No,Sales,4,Female,Sales Executive,4,Single,4028,0,No,80,8,7,7,0,5
29,No,Research & Development,4,Male,Research Scientist,4,Divorced,2720,1,No,80,10,10,7,2,8
48,No,Sales,1,Male,Sales Executive,2,Married,8120,3,No,80,12,2,2,2,2
27,No,Sales,1,Female,Sales Executive,4,Divorced,4647,1,Yes,80,6,6,5,0,4
37,No,Research & Development,2,Male,Research Scientist,4,Single,4680,3,No,80,4,1,0,0,0
50,No,Research & Development,1,Male,Laboratory Technician,3,Married,3221,1,Yes,80,20,20,8,3,8
34,No,Research & Development,3,Female,Healthcare Representative,2,Single,8621,1,No,80,9,8,7,7,7
24,Yes,Sales,2,Female,Sales Executive,3,Single,4577,9,No,80,4,2,2,2,0
39,No,Research & Development,4,Female,Healthcare Representative,3,Single,4553,1,No,80,20,20,7,11,10
32,No,Sales,3,Male,Sales Executive,4,Single,5396,1,No,80,10,10,7,0,8
50,Yes,Sales,2,Male,Sales Executive,3,Married,6796,3,Yes,80,18,4,3,1,3
38,No,Research & Development,4,Female,Healthcare Representative,4,Single,7625,0,No,80,10,9,7,1,8
27,No,Research & Development,2,Female,Manufacturing Director,1,Married,7412,1,No,80,9,9,7,0,7
32,No,Research & Development,2,Female,Research Director,4,Single,11159,3,No,80,10,7,7,7,7
47,No,Sales,4,Male,Sales Executive,1,Single,4960,2,No,80,20,7,7,1,7
40,No,Sales,4,Male,Sales Executive,1,Married,10475,5,Yes,80,20,18,13,1,12
53,No,Research & Development,3,Male,Research Director,3,Married,14814,3,No,80,32,5,1,1,3
41,No,Human Resources,4,Male,Manager,4,Divorced,19141,3,No,80,23,21,6,12,6
60,No,Sales,4,Male,Sales Executive,1,Single,5405,8,No,80,10,2,2,2,2
27,No,Research & Development,2,Male,Manufacturing Director,1,Divorced,8793,1,No,80,9,9,7,1,7
41,No,Human Resources,3,Male,Manager,3,Married,19189,1,No,80,22,22,7,2,10
50,No,Sales,4,Male,Sales Representative,2,Married,3875,7,No,80,4,2,2,2,2
28,Yes,Research & Development,2,Female,Research Scientist,2,Single,2216,7,Yes,80,10,7,7,3,7
36,No,Research & Development,3,Female,Research Director,1,Married,11713,9,No,80,10,8,7,0,5
38,No,Research & Development,3,Female,Manufacturing Director,3,Single,7861,4,Yes,80,10,1,0,0,0
44,No,Research & Development,3,Male,Laboratory Technician,3,Single,3708,2,No,80,9,5,2,1,4
47,No,Sales,3,Female,Sales Executive,3,Divorced,13770,9,Yes,80,28,22,2,11,13
30,No,Sales,5,Male,Sales Executive,4,Divorced,5304,7,No,80,10,8,7,7,7
29,No,Sales,3,Male,Sales Representative,3,Single,2642,1,No,80,1,1,0,0,0
42,Yes,Research & Development,3,Male,Research Scientist,3,Divorced,2759,6,Yes,80,7,2,2,2,2
43,No,Sales,3,Male,Sales Executive,4,Married,6804,3,No,80,7,2,2,2,2
34,No,Research & Development,2,Female,Healthcare Representative,3,Single,6142,3,No,80,10,5,1,4,3
23,No,Research & Development,1,Male,Laboratory Technician,1,Married,2500,1,No,80,5,4,3,0,2
39,No,Human Resources,3,Female,Human Resources,2,Married,6389,9,No,80,12,8,3,3,6
56,No,Research & Development,3,Male,Healthcare Representative,4,Married,11103,7,No,80,30,10,7,1,1
40,No,Research & Development,1,Female,Research Scientist,4,Single,2342,0,Yes,80,5,4,2,2,3
27,No,Research & Development,3,Female,Healthcare Representative,1,Single,6811,8,No,80,9,7,6,0,7
29,No,Sales,3,Male,Sales Representative,2,Divorced,2297,1,No,80,2,2,2,2,2
53,No,Research & Development,3,Male,Laboratory Technician,4,Single,2450,2,No,80,19,2,2,2,2
35,No,Research & Development,4,Female,Healthcare Representative,1,Divorced,5093,2,No,80,16,1,0,0,0
32,No,Research & Development,4,Male,Laboratory Technician,4,Married,5309,1,No,80,10,10,8,4,7
38,No,Research & Development,5,Male,Research Scientist,3,Married,3057,6,Yes,80,6,1,0,0,1
34,No,Research & Development,5,Female,Manufacturing Director,1,Divorced,5121,3,No,80,7,0,0,0,0
52,No,Sales,4,Male,Manager,1,Married,16856,1,No,80,34,34,6,1,16
33,Yes,Research & Development,4,Male,Research Scientist,4,Single,2686,1,Yes,80,10,10,9,7,8
25,No,Sales,1,Female,Sales Executive,4,Single,6180,1,No,80,6,6,5,1,4
45,No,Sales,2,Male,Sales Representative,3,Single,6632,0,No,80,9,8,7,3,1
23,No,Research & Development,1,Male,Research Scientist,3,Single,3505,1,No,80,2,2,2,0,2
47,Yes,Sales,2,Female,Sales Executive,3,Single,6397,4,Yes,80,8,5,4,1,3
34,No,Sales,3,Male,Sales Executive,4,Single,6274,1,No,80,6,6,5,1,4
55,Yes,Research & Development,3,Male,Manager,1,Married,19859,5,Yes,80,24,5,2,1,4
36,No,Sales,4,Male,Sales Executive,1,Single,7587,1,No,80,10,10,7,0,9
52,No,Research & Development,4,Male,Research Scientist,4,Married,4258,0,No,80,5,4,3,1,2
26,No,Research & Development,2,Female,Laboratory Technician,4,Divorced,4364,3,No,80,5,2,2,2,0
29,No,Research & Development,3,Female,Healthcare Representative,3,Married,4335,4,No,80,11,8,7,1,1
26,Yes,Sales,3,Male,Sales Executive,1,Single,5326,6,No,80,6,4,3,1,2
34,No,Research & Development,4,Female,Research Scientist,4,Single,3280,2,No,80,10,4,2,1,3
54,No,Research & Development,4,Female,Manufacturing Director,1,Divorced,5485,9,Yes,80,9,5,3,1,4
27,No,Sales,1,Male,Sales Executive,4,Married,4342,0,No,80,5,4,2,1,1
37,No,Research & Development,1,Female,Research Scientist,1,Divorced,2782,0,Yes,80,6,5,3,4,3
38,No,Research & Development,4,Female,Manufacturing Director,1,Single,5980,6,Yes,80,17,15,7,4,12
34,No,Research & Development,4,Female,Research Scientist,1,Single,4381,1,No,80,6,6,5,1,3
35,No,Sales,4,Female,Sales Representative,4,Married,2572,1,No,80,3,3,2,0,2
30,No,Research & Development,3,Male,Laboratory Technician,3,Married,3833,3,No,80,7,2,2,0,2
40,No,Research & Development,2,Female,Healthcare Representative,2,Married,4244,1,No,80,8,8,7,3,7
34,No,Sales,2,Female,Sales Executive,1,Married,6500,5,No,80,6,3,2,1,2
42,No,Research & Development,3,Male,Manager,4,Divorced,18430,1,No,80,24,24,7,14,9
23,Yes,Research & Development,3,Male,Laboratory Technician,1,Married,1601,1,Yes,80,1,0,0,0,0
24,No,Research & Development,3,Male,Laboratory Technician,2,Divorced,2694,1,No,80,1,1,0,0,0
